banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
37517,31,70000,1510,single,"services,secondary",yes,no,yes,no,cellular,13,"may, 2017",1.2 min,4,176,1,failure,no
37518,44,70000,4837,married,"services,secondary",yes,no,yes,no,cellular,13,"may, 2017",5.4 min,3,-1,0,unknown,no
37519,53,60000,6831,married,"technician,secondary",yes,no,no,no,cellular,13,"may, 2017",18.8333333333333 min,2,-1,0,unknown,yes
37520,41,100000,1204,married,"management,tertiary",yes,no,yes,yes,cellular,13,"may, 2017",5.16666666666667 min,2,-1,0,unknown,no
37521,52,120000,3332,married,"entrepreneur,secondary",yes,no,yes,yes,cellular,13,"may, 2017",3.03333333333333 min,4,-1,0,unknown,no
37522,35,20000,597,single,"blue-collar,unknown",no,no,yes,no,cellular,13,"may, 2017",21.8166666666667 min,2,-1,0,unknown,no
37523,38,8000,1354,single,"unemployed,secondary",yes,no,yes,no,cellular,13,"may, 2017",6.06666666666667 min,2,343,4,failure,no
37524,49,120000,4976,married,"entrepreneur,tertiary",yes,no,yes,no,cellular,13,"may, 2017",0.6 min,9,173,1,failure,no
37525,29,20000,1768,single,"blue-collar,primary",yes,no,yes,no,cellular,13,"may, 2017",7.1 min,3,344,1,other,no
37526,35,60000,-255,married,"technician,secondary",yes,no,yes,no,cellular,13,"may, 2017",3.26666666666667 min,3,265,2,failure,no
37527,33,60000,181,single,"technician,secondary",yes,no,yes,no,cellular,13,"may, 2017",0.416666666666667 min,7,-1,0,unknown,no
37528,32,20000,-446,married,"blue-collar,secondary",yes,no,no,no,cellular,13,"may, 2017",2.1 min,2,344,1,failure,no
37529,39,100000,30,single,"management,tertiary",no,no,yes,no,cellular,13,"may, 2017",3.35 min,3,-1,0,unknown,no
37530,42,70000,83,divorced,"services,secondary",yes,no,no,no,cellular,13,"may, 2017",5 min,5,358,6,failure,no
37531,35,70000,78,divorced,"services,secondary",yes,no,yes,no,telephone,13,"may, 2017",10.5 min,3,371,3,failure,no
37532,47,70000,897,single,"services,secondary",yes,no,yes,no,telephone,13,"may, 2017",0.8 min,4,176,2,failure,no
37533,45,50000,1501,married,"admin.,secondary",yes,no,yes,no,cellular,13,"may, 2017",3.15 min,3,-1,0,unknown,no
37534,30,100000,2,single,"management,tertiary",no,no,yes,yes,cellular,13,"may, 2017",5.08333333333333 min,8,-1,0,unknown,no
37535,32,60000,396,married,"technician,tertiary",yes,no,yes,no,cellular,13,"may, 2017",3.41666666666667 min,3,-1,0,unknown,no
37536,27,4000,89,single,"student,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.13333333333333 min,3,-1,0,unknown,no
37537,35,70000,1417,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.08333333333333 min,3,-1,0,unknown,no
37538,34,100000,186,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",1.91666666666667 min,3,-1,0,unknown,no
37539,32,70000,385,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.11666666666667 min,2,-1,0,unknown,no
37540,51,120000,934,married,"entrepreneur,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.73333333333333 min,3,-1,0,unknown,no
37541,28,20000,5,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.96666666666667 min,2,360,3,failure,no
37542,26,70000,130,single,"services,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.4 min,7,302,1,failure,no
37543,29,50000,65,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.15 min,6,-1,0,unknown,no
37544,38,100000,1149,divorced,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",1.51666666666667 min,4,-1,0,unknown,no
37545,42,20000,1398,married,"blue-collar,primary",yes,no,no,no,telephone,14,"may, 2017",0.6 min,6,-1,0,unknown,no
37546,31,100000,22546,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",0.133333333333333 min,6,267,4,failure,no
37547,37,70000,1140,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.55 min,3,-1,0,unknown,no
37548,37,20000,3269,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.01666666666667 min,2,-1,0,unknown,no
37549,28,20000,674,married,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",15.35 min,4,-1,0,unknown,no
37550,30,20000,2583,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.26666666666667 min,3,-1,0,unknown,no
37551,35,20000,568,married,"blue-collar,unknown",no,no,yes,no,cellular,14,"may, 2017",1.98333333333333 min,2,293,1,failure,no
37552,35,20000,1284,single,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",0.216666666666667 min,5,-1,0,unknown,no
37553,45,20000,528,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",0.266666666666667 min,7,-1,0,unknown,no
37554,40,20000,2226,single,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",0.116666666666667 min,7,-1,0,unknown,no
37555,34,70000,183,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.31666666666667 min,4,-1,0,unknown,no
37556,55,120000,903,divorced,"entrepreneur,tertiary",no,no,yes,no,telephone,14,"may, 2017",8.93333333333333 min,3,-1,0,unknown,no
37557,40,70000,131,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.7 min,3,-1,0,unknown,no
37558,32,20000,822,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.316666666666667 min,8,366,6,failure,no
37559,33,100000,-224,married,"management,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.53333333333333 min,2,259,8,other,no
37560,56,20000,126,married,"blue-collar,secondary",yes,no,no,no,cellular,14,"may, 2017",1.88333333333333 min,2,-1,0,unknown,no
37561,30,20000,348,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.233333333333333 min,3,358,1,other,no
37562,34,60000,175,divorced,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.35 min,8,-1,0,unknown,no
37563,28,50000,20,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.283333333333333 min,5,370,4,other,no
37564,47,50000,120,married,"admin.,secondary",yes,no,yes,no,telephone,14,"may, 2017",0.3 min,6,365,11,failure,no
37565,46,20000,2836,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.216666666666667 min,7,358,7,other,no
37566,45,20000,0,single,"blue-collar,secondary",yes,yes,yes,no,cellular,14,"may, 2017",0.283333333333333 min,7,287,13,other,no
37567,42,20000,325,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.65 min,4,-1,0,unknown,no
37568,39,100000,0,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",0.183333333333333 min,15,261,38,failure,no
37569,44,70000,206,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.3 min,1,365,1,failure,no
37570,31,100000,466,married,"management,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.73333333333333 min,1,-1,0,unknown,no
37571,49,70000,411,married,"services,tertiary",yes,no,no,no,telephone,14,"may, 2017",0.15 min,6,-1,0,unknown,no
37572,44,70000,130,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.38333333333333 min,1,371,1,failure,no
37573,56,20000,244,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.75 min,3,-1,0,unknown,no
37574,43,20000,1437,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.56666666666667 min,1,-1,0,unknown,no
37575,36,50000,437,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",12.0333333333333 min,2,344,1,success,yes
37576,33,100000,1615,single,"management,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.96666666666667 min,8,174,3,failure,no
37577,49,60000,-205,married,"technician,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.1 min,6,309,1,failure,no
37578,43,20000,276,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.55 min,6,-1,0,unknown,no
37579,33,50000,1521,married,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.7 min,1,-1,0,unknown,no
37580,34,20000,529,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",5.41666666666667 min,1,351,3,failure,no
37581,26,100000,3944,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",16.2333333333333 min,2,-1,0,unknown,yes
37582,32,100000,469,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",15.4166666666667 min,1,-1,0,unknown,no
37583,43,100000,1712,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",4.23333333333333 min,11,-1,0,unknown,no
37584,35,60000,-269,married,"technician,tertiary",yes,no,yes,yes,cellular,14,"may, 2017",5.73333333333333 min,4,-1,0,unknown,no
37585,58,70000,2946,married,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",7.78333333333333 min,1,-1,0,unknown,yes
37586,55,60000,203,married,"self-employed,secondary",yes,no,yes,no,telephone,14,"may, 2017",0.15 min,5,174,12,other,no
37587,33,50000,223,single,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.25 min,11,352,4,failure,no
37588,54,50000,3344,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.2 min,8,-1,0,unknown,no
37589,27,20000,1028,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",9.66666666666667 min,1,329,1,failure,no
37590,36,20000,1336,married,"blue-collar,unknown",no,no,yes,yes,cellular,14,"may, 2017",0.7 min,7,-1,0,unknown,no
37591,35,20000,257,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.1 min,1,-1,0,unknown,no
37592,33,100000,283,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.666666666666667 min,1,-1,0,unknown,no
37593,26,20000,619,single,"blue-collar,primary",yes,no,yes,yes,cellular,14,"may, 2017",12 min,1,352,1,failure,no
37594,36,70000,3988,married,"services,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.35 min,1,-1,0,unknown,no
37595,33,70000,100,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.183333333333333 min,8,297,7,other,no
37596,44,20000,-182,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.166666666666667 min,10,-1,0,unknown,no
37597,28,20000,54,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",8.88333333333333 min,1,371,1,other,yes
37598,37,70000,241,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.15 min,1,371,1,failure,no
37599,37,60000,2139,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.43333333333333 min,3,-1,0,unknown,no
37600,33,20000,149,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",0.35 min,2,-1,0,unknown,no
37601,31,70000,179,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.08333333333333 min,1,351,1,failure,no
37602,33,60000,1733,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",14.9166666666667 min,3,-1,0,unknown,no
37603,41,20000,2361,married,"blue-collar,unknown",no,no,no,no,cellular,14,"may, 2017",1.51666666666667 min,1,-1,0,unknown,no
37604,39,60000,133,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.4 min,4,352,4,other,no
37605,32,100000,62,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",2.76666666666667 min,1,-1,0,unknown,no
37606,31,20000,982,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.03333333333333 min,1,-1,0,unknown,no
37607,32,70000,159,single,"services,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.766666666666667 min,1,-1,0,unknown,no
37608,32,60000,13711,single,"technician,tertiary",no,no,yes,no,cellular,14,"may, 2017",10.6333333333333 min,1,175,3,success,no
37609,48,20000,2071,divorced,"blue-collar,secondary",yes,no,no,no,cellular,14,"may, 2017",2.11666666666667 min,1,-1,0,unknown,no
37610,39,20000,523,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",5.1 min,1,-1,0,unknown,no
37611,52,100000,2216,married,"management,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.68333333333333 min,1,332,8,failure,no
37612,49,20000,-454,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",9.3 min,1,-1,0,unknown,yes
37613,32,50000,-133,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.98333333333333 min,1,352,2,failure,no
37614,34,20000,-204,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.01666666666667 min,6,-1,0,unknown,no
37615,32,70000,6145,single,"services,unknown",no,no,yes,no,cellular,14,"may, 2017",6.03333333333333 min,1,287,13,failure,no
37616,33,100000,0,married,"management,tertiary",yes,no,yes,yes,cellular,14,"may, 2017",1.38333333333333 min,2,-1,0,unknown,no
37617,35,20000,-566,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.51666666666667 min,2,353,2,failure,no
37618,39,20000,49,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",9.43333333333333 min,1,370,2,failure,no
37619,33,20000,1233,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.35 min,1,-1,0,unknown,no
37620,31,50000,1270,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.85 min,1,364,1,other,no
37621,28,50000,84,married,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",4.78333333333333 min,1,-1,0,unknown,no
37622,29,50000,25,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.06666666666667 min,1,343,2,failure,no
37623,26,20000,1006,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",11.1166666666667 min,1,-1,0,unknown,yes
37624,38,70000,934,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",11.9166666666667 min,1,-1,0,unknown,yes
37625,38,20000,2048,divorced,"blue-collar,secondary",yes,no,no,yes,cellular,14,"may, 2017",2.05 min,1,-1,0,unknown,no
37626,31,20000,125,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.35 min,1,350,2,failure,no
37627,31,20000,328,single,"blue-collar,tertiary",no,no,yes,no,cellular,14,"may, 2017",6.9 min,1,175,1,failure,no
37628,28,4000,170,single,"student,tertiary",no,no,no,no,telephone,14,"may, 2017",0.266666666666667 min,5,-1,0,unknown,no
37629,37,100000,833,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",3.53333333333333 min,1,-1,0,unknown,no
37630,31,20000,554,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",5.28333333333333 min,1,352,5,failure,no
37631,44,20000,500,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.43333333333333 min,2,304,2,failure,no
37632,32,20000,22,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.41666666666667 min,1,-1,0,unknown,no
37633,32,20000,1914,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",8.86666666666667 min,1,358,1,failure,no
37634,52,50000,1135,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.13333333333333 min,1,-1,0,unknown,no
37635,47,50000,980,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.63333333333333 min,1,-1,0,unknown,no
37636,46,60000,217,married,"technician,tertiary",yes,no,yes,no,cellular,14,"may, 2017",2.35 min,1,346,2,other,no
37637,41,20000,14,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.68333333333333 min,3,-1,0,unknown,no
37638,30,4000,31,single,"student,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.383333333333333 min,1,-1,0,unknown,no
37639,40,70000,438,married,"services,secondary",yes,no,yes,no,telephone,14,"may, 2017",4.6 min,1,-1,0,unknown,no
37640,46,100000,225,divorced,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",3.35 min,1,345,1,other,no
37641,44,100000,415,married,"management,unknown",no,no,yes,no,telephone,14,"may, 2017",0.116666666666667 min,7,-1,0,unknown,no
37642,36,100000,242,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",0.333333333333333 min,1,-1,0,unknown,no
37643,38,50000,66,married,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.85 min,1,365,7,failure,no
37644,35,20000,602,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",7.78333333333333 min,6,-1,0,unknown,no
37645,36,100000,532,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",10.05 min,1,-1,0,unknown,no
37646,28,70000,3,married,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",0.15 min,1,-1,0,unknown,no
37647,38,60000,744,single,"technician,tertiary",no,no,yes,no,cellular,14,"may, 2017",4.71666666666667 min,1,288,12,other,no
37648,36,60000,307,married,"self-employed,tertiary",yes,no,yes,no,cellular,14,"may, 2017",5.68333333333333 min,1,330,2,other,no
37649,36,50000,869,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.7 min,1,350,1,failure,no
37650,49,20000,1769,married,"blue-collar,tertiary",yes,no,yes,no,cellular,14,"may, 2017",4.71666666666667 min,2,-1,0,unknown,no
37651,54,70000,8,married,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",2.38333333333333 min,1,-1,0,unknown,no
37652,44,50000,2999,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",11.95 min,1,-1,0,unknown,yes
37653,28,20000,61,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.13333333333333 min,3,-1,0,unknown,no
37654,38,70000,6182,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",8.06666666666667 min,3,177,1,other,no
37655,33,100000,5145,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",5.63333333333333 min,1,175,2,other,no
37656,43,20000,688,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.48333333333333 min,3,-1,0,unknown,no
37657,43,20000,117,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.21666666666667 min,1,370,1,failure,no
37658,47,60000,417,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.56666666666667 min,1,-1,0,unknown,no
37659,43,20000,592,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.33333333333333 min,1,-1,0,unknown,no
37660,38,100000,-119,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",3.08333333333333 min,1,-1,0,unknown,no
37661,23,20000,0,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.71666666666667 min,1,-1,0,unknown,no
37662,36,100000,85,single,"management,tertiary",no,no,no,no,cellular,14,"may, 2017",1.26666666666667 min,1,-1,0,unknown,no
37663,56,20000,828,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",3.56666666666667 min,1,349,1,failure,no
37664,49,100000,85,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",9.83333333333333 min,5,359,1,other,yes
37665,40,55000,919,divorced,"retired,primary",yes,no,yes,no,cellular,14,"may, 2017",1.71666666666667 min,2,-1,0,unknown,no
37666,26,50000,66,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.51666666666667 min,1,339,3,failure,no
37667,29,60000,500,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.55 min,3,-1,0,unknown,no
37668,31,60000,17924,single,"self-employed,tertiary",no,no,yes,no,cellular,14,"may, 2017",12.4166666666667 min,1,174,3,failure,yes
37669,55,20000,8180,divorced,"blue-collar,primary",yes,no,no,no,cellular,14,"may, 2017",14.2333333333333 min,2,360,1,failure,yes
37670,39,70000,20928,married,"services,secondary",yes,no,no,no,cellular,14,"may, 2017",19.4333333333333 min,1,352,1,other,no
37671,48,20000,503,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.75 min,1,-1,0,unknown,no
37672,34,20000,2436,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.133333333333333 min,7,-1,0,unknown,no
37673,44,50000,275,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.116666666666667 min,5,367,4,failure,no
37674,32,100000,2431,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",10.7666666666667 min,5,-1,0,unknown,yes
37675,49,20000,87,single,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",2.7 min,2,-1,0,unknown,no
37676,37,60000,720,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.08333333333333 min,6,36,3,failure,no
37677,37,50000,0,divorced,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.283333333333333 min,7,-1,0,unknown,no
37678,40,8000,270,married,"unemployed,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.25 min,2,345,1,failure,no
37679,40,60000,253,married,"technician,tertiary",yes,no,yes,no,cellular,14,"may, 2017",6.28333333333333 min,4,280,2,other,no
37680,43,100000,62,married,"management,primary",yes,no,yes,no,cellular,14,"may, 2017",2.21666666666667 min,1,300,3,failure,no
37681,37,50000,9,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.75 min,1,-1,0,unknown,no
37682,35,70000,341,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",5.75 min,1,-1,0,unknown,yes
37683,48,20000,194,divorced,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",4.38333333333333 min,1,-1,0,unknown,no
37684,35,50000,3863,married,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.08333333333333 min,1,175,1,failure,no
37685,50,20000,1629,divorced,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.11666666666667 min,1,-1,0,unknown,no
37686,31,70000,640,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.85 min,2,-1,0,unknown,no
37687,35,100000,-146,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",4.65 min,1,266,1,failure,no
37688,35,20000,4963,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.6 min,1,300,1,failure,yes
37689,33,20000,705,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.86666666666667 min,2,-1,0,unknown,no
37690,35,70000,35,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.53333333333333 min,1,-1,0,unknown,no
37691,31,50000,8781,married,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",11.3333333333333 min,1,177,1,success,yes
37692,28,20000,373,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.166666666666667 min,9,344,1,failure,no
37693,39,60000,1355,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",19.6666666666667 min,1,-1,0,unknown,yes
37694,39,100000,3202,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.233333333333333 min,8,-1,0,unknown,no
37695,48,50000,-70,divorced,"admin.,unknown",no,no,no,no,cellular,14,"may, 2017",4.05 min,1,-1,0,unknown,no
37696,29,50000,6429,married,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",8.91666666666667 min,1,352,2,failure,no
37697,49,120000,816,divorced,"entrepreneur,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.2 min,7,-1,0,unknown,no
37698,29,20000,913,single,"blue-collar,unknown",no,no,yes,no,telephone,14,"may, 2017",3.13333333333333 min,1,352,2,failure,no
37699,38,60000,1211,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",8.3 min,1,358,1,success,no
37700,53,70000,146,divorced,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",2.48333333333333 min,1,370,1,failure,no
37701,28,70000,0,married,"services,secondary",yes,no,yes,no,telephone,14,"may, 2017",1.03333333333333 min,7,-1,0,unknown,no
37702,50,20000,-581,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",14.6166666666667 min,2,345,5,failure,no
37703,40,50000,846,single,"admin.,primary",yes,no,yes,no,cellular,14,"may, 2017",3.4 min,1,-1,0,unknown,no
37704,48,50000,-407,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.5 min,2,352,1,failure,no
37705,54,55000,1139,married,"retired,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.58333333333333 min,1,177,7,failure,no
37706,34,100000,902,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",2.65 min,1,367,2,other,no
37707,28,50000,-504,divorced,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",9.63333333333333 min,1,-1,0,unknown,yes
37708,59,100000,2260,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",5.05 min,1,-1,0,unknown,no
37709,31,20000,183,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.3 min,1,300,1,success,no
37710,55,100000,366,married,"management,primary",yes,no,yes,no,cellular,14,"may, 2017",2.68333333333333 min,1,364,1,failure,no
37711,26,50000,-930,single,"admin.,secondary",yes,yes,yes,no,cellular,14,"may, 2017",13.1 min,1,-1,0,unknown,yes
37712,39,100000,1738,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",10.55 min,1,358,1,other,yes
37713,29,100000,21,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",1.78333333333333 min,4,371,3,failure,no
37714,46,100000,233,divorced,"management,tertiary",no,no,yes,yes,cellular,14,"may, 2017",0.95 min,4,-1,0,unknown,no
37715,48,20000,214,married,"blue-collar,primary",yes,no,yes,yes,cellular,14,"may, 2017",5.11666666666667 min,1,177,2,failure,yes
37716,39,60000,-237,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.06666666666667 min,2,-1,0,unknown,no
37717,42,20000,22,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.93333333333333 min,4,365,1,failure,no
37718,35,20000,113,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",5.3 min,3,-1,0,unknown,no
37719,30,60000,0,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.783333333333333 min,3,-1,0,unknown,no
37720,23,50000,21,single,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",3.05 min,3,-1,0,unknown,no
37721,37,20000,969,married,"blue-collar,unknown",no,no,yes,no,cellular,14,"may, 2017",5.71666666666667 min,2,-1,0,unknown,no
37722,25,4000,963,single,"student,secondary",yes,no,yes,no,telephone,14,"may, 2017",3.83333333333333 min,4,301,1,failure,no
37723,28,50000,3,single,"admin.,secondary",yes,no,no,no,cellular,14,"may, 2017",2.3 min,2,-1,0,unknown,no
37724,42,20000,142,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",0.183333333333333 min,5,-1,0,unknown,no
37725,28,20000,206,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",2.58333333333333 min,2,-1,0,unknown,no
37726,55,55000,785,married,"retired,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.783333333333333 min,1,370,2,failure,no
37727,42,120000,718,married,"entrepreneur,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.35 min,2,365,2,failure,no
37728,33,20000,687,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.2 min,2,370,1,failure,no
